 Eps N1  
    Times       ex          ey          ez          ex_th       ey_th       ez_th       ux(N1)      uy(N1)      uz(N1)  
 0.1000E-14 -0.4589E-04  0.1639E-03 -0.4312E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.42833917E-04  0.15370814E-04 -0.10863953E-03
 0.1000E-13 -0.6150E-04  0.1666E-03 -0.4223E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.45168784E-04  0.15662824E-04 -0.11187507E-03
 0.1000E-12 -0.7515E-04  0.1698E-03 -0.4152E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.47234387E-04  0.15959162E-04 -0.11477971E-03
 0.1000E-11 -0.9331E-04  0.1722E-03 -0.4031E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.49705391E-04  0.16226525E-04 -0.11807766E-03
 0.1000E-10 -0.1178E-03  0.1766E-03 -0.3875E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.52997103E-04  0.16627928E-04 -0.12251451E-03
 0.1000E-09 -0.1470E-03  0.1803E-03 -0.3665E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.56640938E-04  0.16998509E-04 -0.12724691E-03
 0.1000E-08 -0.1758E-03  0.1835E-03 -0.3447E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.60062192E-04  0.17313502E-04 -0.13159213E-03
 0.1000E-07 -0.2071E-03  0.1858E-03 -0.3193E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.63606272E-04  0.17575066E-04 -0.13594334E-03
 0.1000E-06 -0.2416E-03  0.1895E-03 -0.2921E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.67450926E-04  0.17908910E-04 -0.14072551E-03
 0.1000E-05 -0.2811E-03  0.1916E-03 -0.2584E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.71618204E-04  0.18163082E-04 -0.14567500E-03
 0.1000E-04 -0.3265E-03  0.1954E-03 -0.2203E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.76346907E-04  0.18500664E-04 -0.15135018E-03
 0.1000E-03 -0.3859E-03  0.1987E-03 -0.1684E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.82269933E-04  0.18837129E-04 -0.15825285E-03
 0.1000E-02 -0.4647E-03  0.2024E-03 -0.9780E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.89873304E-04  0.19213389E-04 -0.16694730E-03
 0.1000E-01 -0.5719E-03  0.2066E-03  0.1591E-06  0.0000E+00  0.0000E+00  0.0000E+00  0.99910211E-04  0.19659774E-04 -0.17824557E-03
 0.1000E+00 -0.7205E-03  0.2128E-03  0.1374E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.11401495E-03  0.20457041E-04 -0.19430339E-03
 0.1000E+01 -0.9096E-03  0.2296E-03  0.3071E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.13686218E-03  0.23754164E-04 -0.22378911E-03
 0.1000E+02 -0.1093E-02  0.2809E-03  0.4470E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.17965990E-03  0.37091405E-04 -0.29208697E-03
 0.1000E+03 -0.1292E-02  0.4069E-03  0.5386E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.25707049E-03  0.70043756E-04 -0.43235437E-03
 0.1000E+04 -0.1527E-02  0.6867E-03  0.5216E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.38844321E-03  0.13825803E-03 -0.69419884E-03
 0.1000E+05 -0.1710E-02  0.1251E-02  0.1750E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.58569210E-03  0.26486323E-03 -0.11332676E-02
 0.1000E+06 -0.1547E-02  0.2146E-02 -0.8497E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.82062254E-03  0.45134781E-03 -0.17225838E-02
 0.1000E+07 -0.8800E-03  0.3199E-02 -0.2541E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.10243811E-02  0.65236746E-03 -0.23060034E-02
 0.1000E+08  0.2920E-04  0.4166E-02 -0.4395E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.11634710E-02  0.82068450E-03 -0.27613538E-02
 0.1000E+09  0.8525E-03  0.4943E-02 -0.5979E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.12568990E-02  0.94605509E-03 -0.30893691E-02
 0.1000E+10  0.1517E-02  0.5545E-02 -0.7234E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.13246730E-02  0.10381870E-02 -0.33289463E-02
 0.1000E+11  0.2033E-02  0.5945E-02 -0.8143E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.13604512E-02  0.10946673E-02 -0.34699019E-02
 0.1000E+12  0.2397E-02  0.6379E-02 -0.8937E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.14291937E-02  0.11634442E-02 -0.36659287E-02
 0.1000E+13  0.2728E-02  0.6727E-02 -0.9613E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.14834323E-02  0.12193433E-02 -0.38234045E-02
 0.1000E+14  0.2677E-02  0.6730E-02 -0.9566E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.14887771E-02  0.12202576E-02 -0.38303245E-02
 0.1000E+15  0.2974E-02  0.6872E-02 -0.1000E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.14946005E-02  0.12402102E-02 -0.38732580E-02
 0.1000E+16  0.2978E-02  0.6878E-02 -0.1001E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.14953294E-02  0.12409329E-02 -0.38753148E-02
